filing_date,component,url,ownerOrg,name,cik
2025-02-21,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1567514/000162828025006993/itci-20241231.htm#:~:text=Alzheimer,Life Sciences,"Intra-Cellular Therapies, Inc.",1567514
2024-05-24,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1375793/000149315224021380/form10-k.htm#:~:text=Alzheimer,Manufacturing,"Metalert, Inc.",1375793
2025-03-24,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1907108/000095017025043486/lxeo-20241231.htm#:~:text=Alzheimer,Life Sciences,"Lexeo Therapeutics, Inc.",1907108
2025-03-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1784440/000118518525000176/notr10k311224.htm#:~:text=Alzheimer,Technology,"BioScience Health Innovations, Inc.",1784440
2025-03-20,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1455365/000155837025003341/cgtx-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,COGNITION THERAPEUTICS INC,1455365
2025-02-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1936258/000095017025027339/nams-20241231.htm#:~:text=Alzheimer,Life Sciences,NewAmsterdam Pharma Co N.V.,1936258
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1714899/000171489925000066/dnli-20241231.htm#:~:text=Alzheimer,Life Sciences,Denali Therapeutics Inc.,1714899
2025-03-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1576885/000157688525000049/abos-20241231.htm#:~:text=Alzheimer,Life Sciences,"Acumen Pharmaceuticals, Inc.",1576885
2025-03-21,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1477845/000155837025003482/anvs-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,"Annovis Bio, Inc.",1477845
2025-03-14,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1527352/000182912625001794/nexalintech_10k.htm#:~:text=Alzheimer,Industrial Applications and Services,"Nexalin Technology, Inc.",1527352
2025-02-04,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1971532/000149315225004872/form10-k.htm#:~:text=Alzheimer,Life Sciences,"Telomir Pharmaceuticals, Inc.",1971532
2025-03-17,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1833769/000095017025040281/hypr-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"Hyperfine, Inc.",1833769
2025-03-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1735438/000155837025002867/mgtx-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,MeiraGTx Holdings plc,1735438
2024-09-30,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1191070/000121390024082909/ea0213573-10k_bionomic.htm#:~:text=Alzheimer,Life Sciences,Neuphoria Therapeutics Inc.,1191070
2025-02-11,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1655759/000165575925000016/arvn-20241231.htm#:~:text=Alzheimer,Life Sciences,"ARVINAS, INC.",1655759
2024-04-15,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1742927/000143774924011955/rvph20231231_10k.htm#:~:text=Alzheimer,Life Sciences,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",1742927
2025-03-25,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1695473/000164117225000512/form10-k.htm#:~:text=Alzheimer,Life Sciences,"Greater Cannabis Company, Inc.",1695473
2025-02-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/888491/000088849125000006/ohi-20241231xex10d8.htm#:~:text=Alzheimer,Real Estate & Construction,OMEGA HEALTHCARE INVESTORS INC,888491
2025-03-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1711786/000101376225004108/ea0233805-10k_hoth.htm#:~:text=Alzheimer,Life Sciences,"Hoth Therapeutics, Inc.",1711786
2025-03-10,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1496454/000149645425000005/chth-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"CNL Healthcare Properties, Inc.",1496454
2024-04-16,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1845459/000184545924000007/nkgn-20231231.htm#:~:text=Alzheimer,Life Sciences,"NKGen Biotech, Inc.",1845459
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1070494/000095017025029253/acad-20241231.htm#:~:text=Alzheimer,Life Sciences,ACADIA PHARMACEUTICALS INC,1070494
2025-03-03,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1885522/000095017025030401/nmra-20241231.htm#:~:text=Alzheimer,Life Sciences,"Neumora Therapeutics, Inc.",1885522
2025-03-18,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1835022/000095017025040782/coya-20241231.htm#:~:text=Alzheimer,Life Sciences,"Coya Therapeutics, Inc.",1835022
2025-03-11,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1640266/000155837025002703/vygr-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,"Voyager Therapeutics, Inc.",1640266
2025-02-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1047335/000143774925005690/nhc20241231_10k.htm#:~:text=Alzheimer,Industrial Applications and Services,NATIONAL HEALTHCARE CORP,1047335
2024-04-15,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1689084/000147793224002100/qron_10k.htm#:~:text=Alzheimer,Life Sciences,Qrons Inc.,1689084
2025-03-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1859007/000164117225000862/form10-k.htm#:~:text=Alzheimer,Life Sciences,"ZyVersa Therapeutics, Inc.",1859007
2025-02-18,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1579428/000095017025022457/axsm-20241231.htm#:~:text=Alzheimer,Life Sciences,"Axsome Therapeutics, Inc.",1579428
2025-02-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1178670/000117867025000026/alny-20241231.htm#:~:text=Alzheimer,Life Sciences,"ALNYLAM PHARMACEUTICALS, INC.",1178670
2025-03-06,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1661059/000155837025002402/nxtc-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,"NextCure, Inc.",1661059
2025-03-04,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1658551/000095017025031309/amlx-20241231.htm#:~:text=Alzheimer,Life Sciences,"Amylyx Pharmaceuticals, Inc.",1658551
2025-03-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1819411/000155837025003823/ganx-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,"Gain Therapeutics, Inc.",1819411
2025-02-19,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/874015/000087401525000089/form10k.htm#:~:text=Alzheimer,Life Sciences,IONIS PHARMACEUTICALS INC,874015
2025-03-25,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1610853/000155837025003619/hsdt-20241231x10k.htm#:~:text=Alzheimer,Industrial Applications and Services,"HELIUS MEDICAL TECHNOLOGIES, INC.",1610853
2025-03-17,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1053691/000143774925007829/crvo20241231_10k.htm#:~:text=Alzheimer,Life Sciences,CervoMed Inc.,1053691
2025-02-25,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1098009/000118518525000157/amgreat10k063024.htm#:~:text=Alzheimer,Life Sciences,America Great Health,1098009
2025-03-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1828673/000095017025046724/hcwb-20241231.htm#:~:text=Alzheimer,Life Sciences,HCW Biologics Inc.,1828673
2025-02-25,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1598646/000095017025026055/nerv-20241231.htm#:~:text=Alzheimer,Life Sciences,"Minerva Neurosciences, Inc.",1598646
2025-03-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1827087/000095017025038329/vigl-20241231.htm#:~:text=Alzheimer,Life Sciences,"Vigil Neuroscience, Inc.",1827087
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1851194/000095017025029245/vtyx-20241231.htm#:~:text=Alzheimer,Life Sciences,"Ventyx Biosciences, Inc.",1851194
2025-02-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1806310/000095017025027348/tsha-20241231.htm#:~:text=Alzheimer,Life Sciences,"Taysha Gene Therapies, Inc.",1806310
2025-03-21,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1698538/000095017025043115/sssht-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"Strategic Student & Senior Housing Trust, Inc.",1698538
2025-02-12,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1802768/000180276825000010/rprx-20241231.htm#:~:text=Alzheimer,Life Sciences,Royalty Pharma plc,1802768
2024-04-16,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1530766/000149315224014860/form10-k.htm#:~:text=Alzheimer,Industrial Applications and Services,"BioSig Technologies, Inc.",1530766
2025-02-25,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/31791/000003179125000009/revv-20241229.htm#:~:text=Alzheimer,Industrial Applications and Services,"REVVITY, INC.",31791
2025-02-12,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/875045/000087504525000009/biib-20241231.htm#:~:text=Alzheimer,Life Sciences,BIOGEN INC.,875045
2025-02-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1285550/000095017025027934/clpt-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"ClearPoint Neuro, Inc.",1285550
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1704292/000162828025008409/zlab-20241231.htm#:~:text=Alzheimer,Life Sciences,Zai Lab Ltd,1704292
2025-03-03,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/790526/000162828025009481/rdnt-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"RadNet, Inc.",790526
2025-02-18,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1159036/000115903625000010/halo-20241231.htm#:~:text=Alzheimer,Life Sciences,"HALOZYME THERAPEUTICS, INC.",1159036
2024-08-29,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1493712/000139390524000308/cmxc-20240531.htm#:~:text=Alzheimer,Industrial Applications and Services,Stimcell Energetics Inc.,1493712
2025-03-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1904286/000164117225001183/form10-k.htm#:~:text=Alzheimer,Life Sciences,"MIRA PHARMACEUTICALS, INC.",1904286
2025-02-20,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1773427/000177342725000010/swtx-20241231.htm#:~:text=Alzheimer,Life Sciences,"SpringWorks Therapeutics, Inc.",1773427
2025-02-20,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1022079/000102207925000044/dgx-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,QUEST DIAGNOSTICS INC,1022079
2025-03-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1510964/000095017025046180/cvsi-20241231.htm#:~:text=Alzheimer,Life Sciences,"CV Sciences, Inc.",1510964
2025-03-03,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1726445/000095017025030878/ck0001726445-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"Seer, Inc.",1726445
2025-03-03,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1528115/000095017025030849/annx-20241231.htm#:~:text=Alzheimer,Life Sciences,"Annexon, Inc.",1528115
2025-03-06,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1822462/000162828025010933/fhtx-20241231.htm#:~:text=Alzheimer,Life Sciences,Foghorn Therapeutics Inc.,1822462
2024-11-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1348362/000164033424001787/lxrp_10k.htm#:~:text=Alzheimer,Life Sciences,Lexaria Bioscience Corp.,1348362
2024-04-16,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/727346/000149315224014714/form10-k.htm#:~:text=Alzheimer,Real Estate & Construction,"SELECTIS HEALTH, INC.",727346
2025-03-04,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1787297/000155837025002101/pasg-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,"Passage BIO, Inc.",1787297
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1620463/000095017025029069/atha-20241231.htm#:~:text=Alzheimer,Life Sciences,"Athira Pharma, Inc.",1620463
2025-03-24,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1357459/000095017025043859/pali-20241231.htm#:~:text=Alzheimer,Life Sciences,"PALISADE BIO, INC.",1357459
2025-02-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1088856/000162828025008167/cort-20241231.htm#:~:text=Alzheimer,Life Sciences,CORCEPT THERAPEUTICS INC,1088856
2025-02-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1013488/000095017025027899/bjri-20241231.htm#:~:text=Alzheimer,Trade & Services,BJs RESTAURANTS INC,1013488
2025-03-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1355790/000095017025046745/isco-20241231.htm#:~:text=Alzheimer,Life Sciences,International Stem Cell CORP,1355790
2024-04-16,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1867443/000149315224014877/form10-k.htm#:~:text=Alzheimer,Technology,Canna-Global Acquisition Corp,1867443
2025-02-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1014739/000101473925000012/bios-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"Option Care Health, Inc.",1014739
2024-05-10,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1661039/000165495424005983/tptw_10k.htm#:~:text=Alzheimer,Technology,"TPT GLOBAL TECH, INC.",1661039
2025-03-24,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1822791/000143774925008956/clnn20241231_10k.htm#:~:text=Alzheimer,Life Sciences,Clene Inc.,1822791
2025-03-19,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1847367/000184736725000012/tmb-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,ALUMIS INC.,1847367
2024-04-30,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1762359/000176235924000023/acrg-20231231.htm#:~:text=Alzheimer,Trade & Services,"Acreage Holdings, Inc.",1762359
2025-03-04,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1631574/000095017025031322/wve-20241231.htm#:~:text=Alzheimer,Life Sciences,Wave Life Sciences Ltd.,1631574
2025-03-04,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1034842/000155837025002169/rigl-20241231x10k.htm#:~:text=Alzheimer,Life Sciences,RIGEL PHARMACEUTICALS INC,1034842
2025-03-03,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1935979/000193597925000015/bhvn-20241231.htm#:~:text=Alzheimer,Life Sciences,Biohaven Ltd.,1935979
2025-02-11,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1597553/000095017025017909/sage-20241231.htm#:~:text=Alzheimer,Life Sciences,"Sage Therapeutics, Inc.",1597553
2024-04-15,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/719274/000095017024044482/giga-20231231.htm#:~:text=Alzheimer,Industrial Applications and Services,"GRESHAM WORLDWIDE, INC.",719274
2025-03-04,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1386570/000162828025009774/cdxc-20241231.htm#:~:text=Alzheimer,Life Sciences,"Niagen Bioscience, Inc.",1386570
2024-08-15,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1175680/000155837024012328/cydy-20240531x10k.htm#:~:text=Alzheimer,Life Sciences,CytoDyn Inc.,1175680
2025-03-06,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1803737/000180373725000049/ehab-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"Enhabit, Inc.",1803737
2024-04-15,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1783875/000162828024016208/ffntf-20231231.htm#:~:text=Alzheimer,Life Sciences,4Front Ventures Corp.,1783875
2025-03-05,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1141103/000162828025010519/ccrn-20241231.htm#:~:text=Alzheimer,Trade & Services,CROSS COUNTRY HEALTHCARE INC,1141103
2025-03-25,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1566610/000164117225000518/form10-k.htm#:~:text=Alzheimer,Trade & Services,"Verb Technology Company, Inc.",1566610
2025-02-12,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1110803/000111080325000019/ilmn-20241229.htm#:~:text=Alzheimer,Industrial Applications and Services,"ILLUMINA, INC.",1110803
2025-02-24,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/887905/000155837025001395/ltc-20241231x10k.htm#:~:text=Alzheimer,Real Estate & Construction,LTC PROPERTIES INC,887905
2025-03-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1505497/000164117225001011/form10-k.htm#:~:text=Alzheimer,Industrial Applications and Services,"BioRestorative Therapies, Inc.",1505497
2025-03-17,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1043000/000104300025000010/snda-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"SONIDA SENIOR LIVING, INC.",1043000
2025-03-06,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1909747/000162828025010947/jush-20241231.htm#:~:text=Alzheimer,Life Sciences,Jushi Holdings Inc.,1909747
2025-02-19,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1492298/000149229825000008/sbra-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"Sabra Health Care REIT, Inc.",1492298
2025-03-14,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1503707/000150370725000019/nshi-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"NorthStar Healthcare Income, Inc.",1503707
2025-02-14,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/abbv-20241231.htm#:~:text=Alzheimer,Life Sciences,AbbVie Inc.,1551152
2024-09-10,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1834376/000183437624000074/innv-20240630.htm#:~:text=Alzheimer,Industrial Applications and Services,InnovAge Holding Corp.,1834376
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1200375/000120037525000003/cdxs-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"CODEXIS, INC.",1200375
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/896262/000089626225000018/amed-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,AMEDISYS INC,896262
2024-07-16,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1437491/000121465924012432/roi62124010k.htm#:~:text=Alzheimer,Technology,"RiskOn International, Inc.",1437491
2025-03-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1290476/000155837025003706/vbfc-20241231x10k.htm#:~:text=Alzheimer,Finance,Village Bank & Trust Financial Corp.,1290476
2025-03-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/946644/000164117225000847/form10-k.htm#:~:text=Alzheimer,Life Sciences,AIM ImmunoTech Inc.,946644
2025-02-21,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1677576/000155837025001322/iipr-20241231x10k.htm#:~:text=Alzheimer,Real Estate & Construction,INNOVATIVE INDUSTRIAL PROPERTIES INC,1677576
2024-12-04,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/720154/000162828024049947/notv-20240930.htm#:~:text=Alzheimer,Industrial Applications and Services,"Inotiv, Inc.",720154
2024-09-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1379006/000141057824001650/nnvc-20240630x10k.htm#:~:text=Alzheimer,Life Sciences,"NANOVIRICIDES, INC.",1379006
2025-03-19,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1750155/000175015525000006/cweb-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"Charlotte's Web Holdings, Inc.",1750155
2025-03-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/882361/000095017025046366/apto-20241231.htm#:~:text=Alzheimer,Life Sciences,Aptose Biosciences Inc.,882361
2025-03-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1832332/000095017025038504/avah-20241228.htm#:~:text=Alzheimer,Industrial Applications and Services,"Aveanna Healthcare Holdings, Inc.",1832332
2025-02-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1554859/000155485925000011/smlr-20241231x10k.htm#:~:text=Alzheimer,Industrial Applications and Services,"Semler Scientific, Inc.",1554859
2025-02-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1478242/000147824225000045/iqv-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,IQVIA HOLDINGS INC.,1478242
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1326732/000132673225000029/xncr-20241231.htm#:~:text=Alzheimer,Life Sciences,Xencor Inc,1326732
2024-05-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1413754/000149315224018935/form10-k.htm#:~:text=Alzheimer,Industrial Applications and Services,"MARIZYME, INC.",1413754
2025-03-24,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1841330/000101376225001646/ea0230888-10k_pasithea.htm#:~:text=Alzheimer,Life Sciences,Pasithea Therapeutics Corp.,1841330
2025-03-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1567264/000156726425000010/intensity-20241231.htm#:~:text=Alzheimer,Life Sciences,"INTENSITY THERAPEUTICS, INC.",1567264
2025-02-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1561032/000156103225000006/hct-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"National Healthcare Properties, Inc.",1561032
2025-02-26,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/104889/000010488925000022/ghc-20241231.htm#:~:text=Alzheimer,Trade & Services,Graham Holdings Co,104889
2025-03-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/862861/000162828025015469/alts-20241228.htm#:~:text=Alzheimer,Life Sciences,ALT5 Sigma Corp,862861
2025-02-12,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1590717/000162828025005118/ctre-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"CareTrust REIT, Inc.",1590717
2025-03-18,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1368514/000114036125009257/ef20038923_10k.htm#:~:text=Alzheimer,Life Sciences,"ADMA BIOLOGICS, INC.",1368514
2025-02-12,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/14272/000001427225000039/bmy-20241231.htm#:~:text=Alzheimer,Life Sciences,BRISTOL MYERS SQUIBB CO,14272
2025-02-13,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/740260/000074026025000052/vtr-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"Ventas, Inc.",740260
2025-03-24,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1643154/000095017025043874/ithuf-20241231.htm#:~:text=Alzheimer,Industrial Applications and Services,"iANTHUS CAPITAL HOLDINGS, INC.",1643154
2025-03-27,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1862150/000164117225000970/form10-k.htm#:~:text=Alzheimer,Life Sciences,Cingulate Inc.,1862150
2025-02-28,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1632970/000163297025000018/ahr-20241231.htm#:~:text=Alzheimer,Real Estate & Construction,"American Healthcare REIT, Inc.",1632970
2025-03-14,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1719406/000143774925007743/nrxp20241231c_10k.htm#:~:text=Alzheimer,Life Sciences,"NRX Pharmaceuticals, Inc.",1719406
2025-03-17,alzheimer_domestic,https://www.sec.gov/Archives/edgar/data/1001233/000162828025013088/sgmo-20241231.htm#:~:text=Alzheimer,Life Sciences,"SANGAMO THERAPEUTICS, INC",1001233
