cik,original_name,new_name,date
0001259550,LOCAL.COM,LOCAL Corp,2012-09-10
0001266529,YELLOW DOT COM SUBSIDIARY INC,MERIDIAN IQ INC,2004-02-23
0001271954,ZOOMTOWN COM INC,Cincinnati Bell Entertainment Inc.,2003-12-17
0001272843,CAMPUSFOOD COM INC,Dotmenu Inc,2006-03-16
0001272906,PORTALTOCHINA COM,NORTHRIDGE VENTURES INC.,2010-07-14
0001281198,Makeup.com LTD,LC LUXURIES Ltd,2010-10-29
0001282297,ADVANCED TEL COM SYSTEMS LP,"Windstream Kerrville Long Distance, LP",2006-11-14
0001284253,VOICE OF DANCE COM INC,VOICEOFDANCECOM INC,2004-03-15
0001302913,"Pricester.Com, Inc.","Genesis Electronics Group, Inc.",2009-05-05
0001309764,Learningwire.com,KRANEM CORP,2008-08-01
0001321507,"SUPER DEAL.COM, INC.","Diamond Energy Partners, L.P.",2011-11-18
0001337996,WHITEPAGES COM INC,WHITEPAGES INC,2005-09-02
0001364896,DentalServ.com,"MedPro Safety Products, Inc.",2008-02-29
0001366561,SMARTSHEET.COM INC,SMARTSHEET INC,2016-11-08
0001378036,DanaPc.com,Dana Resources,2008-03-13
0001383097,SEARCH BY HEADLINES.COM CORP.,NAKED BRAND GROUP INC.,2012-08-22
0001386019,getpokerrakeback.com,China Skyrise Digital Service Inc.,2009-10-01
0001400800,NABBR.COM CORP,Selectable Media Inc.,2008-11-10
0001414628,"Toyzap.com, Inc.","Calpian, Inc.",2010-06-23
0001417624,"Promodoeswork.com, Inc.","Changda International Holdings, Inc.",2009-02-20
0001418196,"Bidfish.com, Inc.",DYM ENERGY Corp,2011-08-22
0001420158,ORGANIZEDWISDOM.COM INC,"STARTUP HEALTH HOLDINGS, INC.",2010-03-04
0001423849,DATA.COM INTERNATIONAL INC,"KEYEDIN SOLUTIONS, INC.",2011-12-30
0001431941,PROPLAYERCONNECT.COM INC,"OverDog, Inc.",2012-05-18
0001437395,"Pashminadepot.com, Inc",SWISSINSO HOLDING INC.,2009-10-29
0001439254,"China Ceetop.com, Inc.",Ceetop Inc.,2013-09-10
0001442596,YOUKU.COM INC.,YOUKU INC.,2011-11-25
0001454697,INNROAD.COM INC,INNROAD INC,2009-01-16
0001461936,"MEDNETWorld.com, Inc.","ApeniMED, Inc.",2011-01-14
0001476168,"RegisterPatient.com, Inc.","IngagePatient, Inc.",2012-08-31
0001477168,MyOtherCountryClub.com,JAMESON STANFORD RESOURCES Corp,2012-05-09
0001488773,PAYOFF.COM INC.,"PAYOFF, INC.",2014-10-23
0001514113,"JunkieDog.com, Inc.",GRAND HAVANA INC.,2017-10-24
0001518720,"Enhance-Your-Reputation.com, Inc.",Force Protection Video Equipment Corp.,2015-02-03
0001520592,Starflick.com,Lotus Biotech Development Corp.,2016-04-08
0001520726,ShopTap.com,"ShopTap, Inc.",2011-09-13
0001533905,YouNeverLose.com,"Dlyte, LLC",2013-06-03
0001541301,"JustFamily.com, Inc.","CHATBOOKS, INC.",2014-10-09
0001543272,"BullsNBears.com, Inc.","MJ BIOTECH, INC.",2017-07-10
0001560438,Forever.com Inc.,"Forever, Inc.",2013-01-02
0001561482,"MarketingSuite.com, Inc.","Shocase, Inc.",2014-11-07
0001572031,GREEN MOUNTAIN ENERGY CO (NY COM) LLC,NRG Business Solutions LLC,2013-06-20
0001574102,"FourAuction.com, Inc.","Auction App, LLC",2013-04-10
0001574616,"Staq.com, Inc.","STAQ, Inc.",2014-09-26
0001575189,"Match.com, Inc.","Match Group, Inc.",2015-08-11
0001575688,"MobileRealtyApps.com, LLC","HomeSpotter, LLC",2015-01-27
0001597925,"Nextdoor.com, Inc.","Nextdoor, Inc.",2014-01-28
0001607685,"FormZapper.com, LLC","LendingStandard, Inc.",2016-01-06
0001614138,"Kawf.com, Inc.","Tagboard, Inc.",2014-07-17
0001650216,"Fitness4Diabetics.com, LLC","Fit4D, Inc.",2018-05-21
0001656507,Livestation.com Inc.,BUSKER MEDIA INC.,2015-10-26
0001662830,"InAppPro.com, Inc.","WorkRails, Inc.",2016-01-12
0001685995,Title3funds.com,"Fundivations, LLC",2021-03-12
0001691136,"CommLoan.com, Inc.","CommLoan, Inc.",2017-05-18
0001725516,Nestbuilder.com Corp.,"RENEWABLE INNOVATIONS, INC.",2022-12-01
0001726726,"T0.COM, INC.","tZERO Group, Inc.",2018-08-22
